artist,title,id,H_or_N,cluster
Evanescence,My Immortal,spotify:track:4UzVcXufOhGUwF56HT7b8M,N,5
Nelly,My Place,spotify:track:1NAyvpW70a9lxY0YlLWFV4,N,4
Lemar,If There's Any Justice,spotify:track:3vZfy3cXEYojq7BvSt87Of,N,2
No Doubt,It's My Life,spotify:track:2fOxxLz9JVe53itq6pfBak,N,0
Avril Lavigne,Don't Tell Me,spotify:track:5xEM5hIgJ1jjgcEBfpkt2F,N,4
Twista,Slow Jamz,spotify:track:3A4cpTBPaIQdtPFb5JxtaX,N,0
Green Day,American Idiot,spotify:track:6nTiIhLmQ3FWhvrGafw2zj,N,0
Kelis,Millionaire,spotify:track:1mVTQSGoFchL3VVrIa0MeH,N,2
Scissor Sisters,Comfortably Numb,spotify:track:1Nfl4UGkzTHJMZ7itDY3IU,N,2
Alicia Keys,Diary (feat. Tony! Toni! Tone! & Jermaine Paul),spotify:track:5dxHF4lrDimKqnI3GaZUmC,N,5
Kanye West,Through The Wire,spotify:track:4mmkhcEm1Ljy1U9nwtsxUo,N,1
Special D.,Come With Me - Radio Edit,spotify:track:2FxwTax2LGVybNIrreiwXv,N,3
Ludacris,Splash Waterfalls,spotify:track:2T8hXV9LUZMDBKR5RALGEa,N,1
Avril Lavigne,My Happy Ending,spotify:track:3KrqbmoiBKDji24UOYTQ8f,N,5
Dido,White Flag,spotify:track:3adnLFXKO5rC1lhUNSeg3N,N,5
Eamon,Fuck It (I Don't Want You Back),spotify:track:1p5kC161fWMA2QlwV3Vi4W,N,4
Beyoncé,"Me, Myself and I",spotify:track:6XsT5UGfpaFeHQf5LRIy4W,N,5
3 Doors Down,Here Without You,spotify:track:3NLrRZoMF0Lx6zTlYqeIo4,N,2
Kanye West,All Falls Down,spotify:track:5SkRLpaGtvYPhw02vZhQQ9,N,1
Twista,Sunshine (feat. Anthony Hamilton),spotify:track:5y8WWi1BaKHXfuln0XoIZs,N,1
Katie Melua,The Closest Thing to Crazy,spotify:track:29Ab9MkLlxFnymMHIiQtfu,N,5
Usher,My Boo,spotify:track:68vgtRHr7iZHpzGpon6Jlo,N,5
Lloyd,Southside,spotify:track:7lurcq2Yw96B1K0KOJAHxg,N,5
LMC,Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,spotify:track:6vzr21F80dca9fN2fMgeQm,N,2
The Streets,Fit but You Know It,spotify:track:312A8WfROSLvZbMDHBUPDp,N,1
JUVENILE,Slow Motion,spotify:track:6ihObRBTB8xdSH2mlERtOX,N,1
Outkast,The Way You Move (feat. Sleepy Brown),spotify:track:5z7mYFfhw6N6f23VwrokJD,N,2
Girls Aloud,Love Machine,spotify:track:6SHvqMjPEQqyJaxuEzNcr3,N,2
Jessica Simpson,With You,spotify:track:7pNJ1T9TGbVbNHKaLhhPri,N,4
Eminem,Like Toy Soldiers,spotify:track:6CN3e26iQSj1N5lomh0mfO,N,1
Gary Jules,Mad World (Feat. Michael Andrews),spotify:track:12pYJZRDvjIhZA0lHHB4ay,N,5
Ashlee Simpson,Pieces Of Me,spotify:track:7yXibbAYi4to5oQTeO738f,N,4
Will Young,Leave Right Now,spotify:track:4mZsyuthp695XQWwb2g3qe,N,5
Alicia Keys,You Don't Know My Name,spotify:track:6LGwYMXXgURfaequXipzHx,N,5
Mariah Carey,We Belong Together,spotify:track:7caj6X6NMX3tlhWnu1du6V,N,5
Mario,Let Me Love You,spotify:track:5WphWTUIfRe7x8NZss79cY,N,2
Kanye West,Gold Digger,spotify:track:7x1cPQLMzaKknLtdAU59dc,N,0
Rihanna,Pon de Replay,spotify:track:1B4iEymNy6FyU2I39ujzVw,N,1
50 Cent,Candy Shop,spotify:track:5D2mYZuzcgjpchVY1pmTPh,N,1
James Blunt,You're Beautiful,spotify:track:0vg4WnUWvze6pBOJDTq99k,N,5
Green Day,Boulevard of Broken Dreams,spotify:track:5GorCbAP4aL0EJ16frG2hd,N,2
The Pussycat Dolls,Don't Cha,spotify:track:1gZ7i4qxXkHZb1r6eioaAP,N,4
Daniel Powter,Bad Day,spotify:track:0mUyMawtxj1CJ76kn9gIZK,N,4
Akon,Bananza (Belly Dancer),spotify:track:1bqZ94bPrrHyIpYux7rVj7,N,0
Madonna,Hung Up,spotify:track:3850dYVgOFIXJh5U4BFEWH,N,2
50 Cent,Just A Lil Bit,spotify:track:4nva9EpKntUTs6CRSGBCn9,N,1
Crazy Frog,Axel F,spotify:track:0Bo5fjMtTfCD8vHGebivqc,N,3
Eminem,Ass Like That,spotify:track:4gXdMZkBN1neE9nX6yRALa,N,1
Sean Paul,We Be Burnin',spotify:track:4kOTDj4SiZPkW1p96WMDNv,N,4
Gwen Stefani,Rich Girl,spotify:track:2Y2q7PkD7lvuWr8YaZfWuv,N,2
The Chemical Brothers,Galvanize,spotify:track:4bz7uB4edifWKJXSDxwHcs,N,0
Fort Minor,Remember the Name (feat. Styles of Beyond),spotify:track:6ndmKwWqMozN2tcZqzCX4K,N,2
50 Cent,Disco Inferno,spotify:track:69bHJ9qs5FrUJbKP8xU8uZ,N,1
The Game,How We Do,spotify:track:4PmMVdIFpJTB9WQbmILf4p,N,1
Chris Brown,Run It! (feat. Juelz Santana),spotify:track:7xYnUQigPoIDAMPVK79NEq,N,4
Mariah Carey,It's Like That,spotify:track:7zL9xrz5krsuC6qVNluQQw,N,2
Black Eyed Peas,My Humps,spotify:track:19JdbdEwQI7bCxefMokZO8,N,1
Ciara,Oh (feat. Ludacris),spotify:track:7uKcScNXuO3MWw6LowBjW1,N,1
50 Cent,Outta Control - Remix,spotify:track:7BKi4ZcyMBXeAvJ1OPxhdV,N,1
Baby Bash,"Baby, I'm Back",spotify:track:6EfyEbyk4XjCisJz90V8Ki,N,2
Jennifer Lopez,Get Right,spotify:track:0rLzyBecRbTpnBWvMtPVFR,N,0
JAY-Z,Numb / Encore,spotify:track:5sNESr6pQfIhL3krM8CtZn,N,0
The Game,Hate It Or Love It,spotify:track:2wGSgTmgSF3xjRrHkTc25R,N,1
Gorillaz,Feel Good Inc.,spotify:track:0d28khcov6AiegSCpG5TuT,N,0
Black Eyed Peas,Don't Phunk With My Heart,spotify:track:4MtDnnAJ1AtWit10FRmZdW,N,0
Akon,Lonely,spotify:track:4v7DCN09hgXkKazefkznDQ,N,5
Bodyrockers,I Like The Way - Radio Edit,spotify:track:0reKGVcWLVvl1FzjZ6TACy,N,2
Sugababes,Push The Button,spotify:track:2nCmCt4B5vkabS0zeOuc1Z,N,2
Jeezy,Soul Survivor,spotify:track:0Ss50OU9tCozI7JIywkv14,N,2
Eminem,Mockingbird,spotify:track:561jH07mF1jHuk7KlaeF0s,N,1
Shakira,La Tortura (feat. Alejandro Sanz),spotify:track:5BSclXJTa9B0iURhUjZo50,N,4
Gorillaz,DARE,spotify:track:4Hff1IjRbLGeLgFgxvHflk,N,2
Snoop Dogg,Signs,spotify:track:4HSAJpNocVNJbwbQvtCMdO,N,1
Robbie Williams,Tripping,spotify:track:1DYZHnO1JRBlHxslCSLXw6,N,2
David Banner,Play,spotify:track:5CWyE2OcZI1HVnHBh4RrKF,N,4
Trillville,Some Cut,spotify:track:3VXDc9f8J96uBnAAeFrrmw,N,1
D4L,Laffy Taffy,spotify:track:791FahRslZsex6ygzKJsar,N,1
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,N,4
Rob Thomas,Lonely No More,spotify:track:4faFAhOflLzhfJECveRwva,N,2
Brian McFadden,Almost Here,spotify:track:2zNYAhrM4ayQsdtDPeDE71,N,5
Bobby V.,"Slow Down - 12"" Version",spotify:track:4Ilen0VxPEsVRLpnePji8P,N,0
Backstreet Boys,Incomplete,spotify:track:0CnD7Hiw6pae6rLsZw5q5W,N,4
Pretty Ricky,Grind With Me,spotify:track:3B7i9OKRRmIsSBHEbJz58Y,N,4
Kanye West,Diamonds From Sierra Leone - Remix,spotify:track:34KUIBsIUiPV7oCIzSdDAU,N,1
Snoop Dogg,Drop It Like It's Hot,spotify:track:2NBQmPrOEEjA8VbeWOQGxO,N,1
Fat Joe,Get It Poppin' (feat. Nelly) - Radio Version,spotify:track:04FXF9tLQvYzc9ZWnTpaA3,N,1
Destiny's Child,Soldier (feat. T.I. & Lil' Wayne),spotify:track:4FTOpNYcGxnQdGNWSxIcio,N,1
Ciara,"1, 2 Step (feat. Missy Elliott) - Main",spotify:track:7uKcScNXuO3MWw6LowBjW1,N,1
Amerie,1 Thing,spotify:track:1mnqraQ8oV8MX92rdOFLWW,N,1
Ludacris,Get Back,spotify:track:3njpLvANriMsdv3dgADEad,N,1
Franz Ferdinand,Do You Want To,spotify:track:20I8RduZC2PWMWTDCZuuAN,N,4
Natalie Imbruglia,Shiver,spotify:track:1Jaah2tmN9Hv81A87KZ1MU,N,0
Gwen Stefani,Hollaback Girl,spotify:track:0LzrhCZFXW94Y8nwtTuRlw,N,2
Pretty Ricky,Your Body,spotify:track:5y4TDQdYzlT4eoQIPOgNDz,N,4
Thirty Seconds To Mars,The Kill,spotify:track:0lP4HYLmvowOKdsQ7CVkuq,N,0
Alicia Keys,Karma,spotify:track:588RGyR1f4Plc8nm7SrdCa,N,2
2Pac,Ghetto Gospel,spotify:track:7jLbTp3qZzah9kMIdW8e5M,N,4
Craig David,Don't Love You No More (I'm Sorry),spotify:track:7yxwAEwY9LD120AcB4nGJx,N,5
Katie Melua,Nine Million Bicycles,spotify:track:470UOQDSTMTBEgkBaeqVN6,N,5
Lil Jon & The East Side Boyz,Lovers And Friends,spotify:track:41PWz0hAiU9FqsmjR9Wh62,N,0
Mariah Carey,Don't Forget About Us - Radio Edit,spotify:track:1HkVSmzBbdZ5Bzdd00IZgh,N,2
Ying Yang Twins,Wait (The Whisper Song),spotify:track:5Y78yINSOCW6xbOfGWNBg4,N,1
Will Smith,Switch,spotify:track:2bmxx16hNi3W5FGzfFO9xX,N,0
Bow Wow,Like You (feat. Ciara),spotify:track:3jEqrIfwKO0M8ALu3TGilF,N,2
Kaiser Chiefs,Everyday I Love You Less And Less,spotify:track:3gwoBbif2CNBUfTB75Zs57,N,0
Kelly Clarkson,Behind These Hazel Eyes,spotify:track:0AKAxdNkwq9ZxRdW1DN9zW,N,2
Black Eyed Peas,Don't Lie,spotify:track:600qBKuhdgLqxZb1BqIE0T,N,2
Westlife,You Raise Me Up,spotify:track:5XQavlXrNHBBvlN4IJqhqW,N,5
Ray J,One Wish,spotify:track:2TFsx3B0hLSSTambrudXs3,N,1
Papa Roach,Scars,spotify:track:1UREw2MCfU0xwBzCAjxlUD,N,2
Arctic Monkeys,I Bet You Look Good On The Dancefloor,spotify:track:3DQVgcqaP3iSMbaKsd57l5,N,0
Shayne Ward,That's My Goal,spotify:track:2ACOWPLUe4A4KuQ5ioD2od,N,0
Bow Wow,Let Me Hold You (feat. Omarion),spotify:track:1oNToERLIN71YCPLbRIQGQ,N,1
Kaiser Chiefs,I Predict A Riot,spotify:track:3EnyKqEJFylT6vU1KF0YyE,N,2
Usher,Caught Up,spotify:track:5zdUc1JRCImBYcDWgvFNpE,N,2
Kelly Clarkson,Because of You,spotify:track:3f3omU8n47Mqyab5nCaGyT,N,4
3 Doors Down,Let Me Go,spotify:track:0nNVR2iDM3eVzEgMi78vQm,N,4
Nickelback,Photograph,spotify:track:3hb2ScEVkGchcAQqrPLP0R,N,2
T-Pain,I'm Sprung,spotify:track:0DLOyyQvwPTSDKuhpzMMwA,N,5
Destiny's Child,Cater 2 U,spotify:track:6uYAPqxP69zfpCbsTHXgiz,N,2
The Pussycat Dolls,Stickwitu,spotify:track:4NjR63Up0uMkQBlKvlZd1l,N,2
Ryan Cabrera,True,spotify:track:1GwVi2ceNb8dMFA3DZGnnY,N,4
Stereophonics,Dakota,spotify:track:3qaSqrrevBrb84xl5JlptU,N,4
Eminem,Like Toy Soldiers,spotify:track:6CN3e26iQSj1N5lomh0mfO,N,1
Nelly,Over And Over,spotify:track:2b8QQqf8Vwb7bfz22ja8Fk,N,2
Coldplay,Speed of Sound,spotify:track:7clUVcSOtkNWa58Gw5RfD4,N,2
KT Tunstall,Suddenly I See,spotify:track:5p9XWUdvbUzmPCukOmwoU3,N,4
Destiny's Child,Girl,spotify:track:7H6ev70Weq6DdpZyyTmUXk,N,2
Kelly Clarkson,Since U Been Gone,spotify:track:3xrn9i8zhNZsTtcoWgQEAd,N,4
U2,Sometimes You Can't Make It On Your Own,spotify:track:6fzcnVO0X2cpYjsHk19GJo,N,4
The All-American Rejects,Dirty Little Secret,spotify:track:5lDriBxJd22IhOH9zTcFrV,N,0
Toby Keith,As Good As I Once Was,spotify:track:7G6l2FtQyRhQgYgut2I6i8,N,4
Gwen Stefani,Cool,spotify:track:66ZcOcouenzZEnzTJvoFmH,N,4
Foo Fighters,Best of You,spotify:track:1sn6iOK93jnp0Hn5BnNOXy,N,4
Shakira,Hips Don't Lie (feat. Wyclef Jean),spotify:track:3ZFTkvIE7kyPt6Nu3PEa7V,N,0
Sean Paul,Temperature,spotify:track:0k2GOhqsrxDTAbFFSdNJjT,N,4
Justin Timberlake,SexyBack (feat. Timbaland),spotify:track:0O45fw2L5vsWpdsOdXwNAR,N,2
Beyoncé,Irreplaceable,spotify:track:6RX5iL93VZ5fKmyvNXvF1r,N,1
Amy Winehouse,Rehab,spotify:track:3N4DI1vuTSX1tz7fa2NQZw,N,5
Rihanna,SOS,spotify:track:1mwQXyIggbQUtc5ytBlUmV,N,4
Gnarls Barkley,Crazy,spotify:track:2N5zMZX7YeL1tico8oQxa9,N,2
Busta Rhymes,Touch It,spotify:track:3HVJbdz0V402U5YggQK4Ao,N,1
Nelly Furtado,Maneater,spotify:track:4wH4dJgrsxONID6KS2tDQM,N,2
Bob Sinclar,Rock This Party - Everybody Dance Now,spotify:track:0Qn0i8df7Q76ej3RAXAtI2,N,2
Diddy,Come to Me (feat. Nicole Scherzinger),spotify:track:6yuvC80FcnVJNvC0DbXN9e,N,0
Madonna,Sorry,spotify:track:5dW0cgZ9uV1W3PXtuTS5uP,N,3
Chamillionaire,Ridin',spotify:track:3kZoay4ANo86ehb6s4RwS9,N,2
Black Eyed Peas,Pump It,spotify:track:6btyEL6NwUa97Nex9cZFvo,N,0
Nelly Furtado,Promiscuous,spotify:track:2gam98EZKrF9XuOkU13ApN,N,2
Fedde Le Grand,Put Your Hands Up for Detroit - Radio Edit,spotify:track:6HoJfRaiq2P07yYGBziigP,N,2
Sean Paul,(When You Gonna) Give It Up to Me (feat. Keyshia Cole) - Radio Version,spotify:track:6k8uthjEbttfWXcGaNTQGD,N,1
The Pussycat Dolls,Buttons,spotify:track:3BxWKCI06eQ5Od8TY2JBeA,N,0
Ciara,Get Up (feat. Chamillionaire),spotify:track:3rKCDtV8UcF0RytSiXxypc,N,4
Eminem,Shake That,spotify:track:0fGh0trRN1xz3s41r7V5ce,N,4
Cherish,Do It To It,spotify:track:6MBEjJlXQYXr8dfxDvZuoA,N,0
Muse,Supermassive Black Hole,spotify:track:3lPr8ghNDBLc2uZovNyLs9,N,2
Chris Brown,Gimme That,spotify:track:53ETzLQQKFCzykRbqWb1ph,N,2
Infernal,From Paris to Berlin,spotify:track:5ClXLJW6OLZuTLCwhmX9h9,N,2
Cassie,Me & U,spotify:track:7k6IzwMGpxnRghE7YosnXT,N,2
E-40,U and Dat (feat. T. Pain & Kandi Girl),spotify:track:7g7M96UGiA7OR79H86gV4m,N,1
The Pussycat Dolls,Beep,spotify:track:5TXNLJ2EENAt3Tf9MX4kT2,N,2
Lil Jon,Snap Yo Fingers,spotify:track:6o3s08kk2fQI37vxGZDrJ1,N,1
Armand Van Helden,My My My - Radio Edit,spotify:track:653rxW1E7V52QWh6a7oIdS,N,1
The Notorious B.I.G.,"Nasty Girl (feat. Diddy, Nelly, Jagged Edge & Avery Storm) - 2005 Remaster",spotify:track:4GIsskMpViPkt0uzPJTJSp,N,4
Yung Joc,It's Goin' Down (feat. Nitti),spotify:track:05Sgj1Hx03ZXc57gsV1kfX,N,4
Shayne Ward,No Promises,spotify:track:2GdGb6bdMYoq7EHkmWvb5D,N,5
Justin Timberlake,My Love (feat. T.I.),spotify:track:4NeOWqHmlrGRuBvsLJC9rL,N,0
Nickelback,Savin' Me,spotify:track:4Gd9PUEuOTOJtbgd4YxLXM,N,0
Nelly,Grillz,spotify:track:0l7DPAKQVayEz9FXC9di2e,N,1
Take That,Patience,spotify:track:0v0EZLRftWKqvFfwurjw02,N,2
Fergie,London Bridge,spotify:track:7jRoWfRlLnGYEIEn4t4kbq,N,1
Cascada,Everytime We Touch - Radio Edit,spotify:track:5YJtMNWKe55yr49cyJgxva,N,0
D4L,Laffy Taffy,spotify:track:791FahRslZsex6ygzKJsar,N,1
LL Cool J,Control Myself,spotify:track:6C7ZgThn6Yan5MTZdAEEFw,N,3
Beyoncé,Deja Vu (feat. Jay-Z),spotify:track:423EcxblW9F4nnQkqcqMlK,N,1
P!nk,Stupid Girls,spotify:track:1Ab6RxeKl3e07zP7Get7CX,N,4
Eminem,When I'm Gone,spotify:track:4ObFZEXHQJcc8WQtqbCupZ,N,5
Kelis,Bossy,spotify:track:4dPsNgPv3ne2A3map82xhK,N,1
Bob Sinclar,Love Generation - Radio Edit,spotify:track:7M13FwBAKWNa2jqcZeUhL6,N,4
Meck,Thunder in My Heart Again (Radio Edit),spotify:track:3FkQN4NyCFlfn7fWzBkWCj,N,0
Mary J. Blige,Be Without You - Kendu Mix,spotify:track:6yS9zIcEVVzoORjJdKW4V5,N,4
Girls Aloud,Something Kinda Ooooh,spotify:track:5YTSbfnyJRqul0H8kmamg3,N,0
Rihanna,Unfaithful,spotify:track:13xxBnXOuiBxVxJI458B0i,N,5
Kanye West,Touch The Sky,spotify:track:2dxjKgT0li4qBI3QwuN9Ih,N,1
Dem Franchize Boyz,"Lean Wit It, Rock Wit It",spotify:track:7cVmKBwzPsh4Fmb6SplfEm,N,1
Evanescence,Call Me When You're Sober,spotify:track:663Karu2rvKLdnY0eo1n3M,N,0
Chingy,Pullin' Me Back,spotify:track:5hF2LnbkpnXCkksMSeWcxZ,N,1
Nickelback,Far Away,spotify:track:0ADZ5dmXhlfzjMw6lefoPl,N,2
Fall Out Boy,"Dance, Dance",spotify:track:0a7BloCiNzLDD9qSQHh5m7,N,2
Leona Lewis,A Moment Like This,spotify:track:5i9UKSttY3V7x9OnYZsMBX,N,5
T.I.,What You Know,spotify:track:0CAJdthKDdRjB2h8YOguN6,N,2
Ludacris,Money Maker,spotify:track:2JpUkUR0OsOlUUfm6iS8ic,N,1
Nick Lachey,What's Left Of Me,spotify:track:1bPqAXwNiVcM6zjJU1Z4Cd,N,2
Jibbs,Chain Hang Low,spotify:track:68xjFqzdOo9nJ4AXgwhk3p,N,1
Arctic Monkeys,When The Sun Goes Down,spotify:track:2zzLRQ78kKfPTx8FJQCdC2,N,2
Rascal Flatts,Life is a Highway,spotify:track:2Fs18NaCDuluPG1DHGw1XG,N,4
Beyoncé,Check On It (feat. Slim Thug),spotify:track:2RWxrpsFshOBFwRBRstUlQ,N,0
Keyshia Cole,Love,spotify:track:2RqZFOLOnzVmHUX7ZMcaES,N,1
Lily Allen,Smile,spotify:track:4aR9bPMAOFySBuQSbVWF3d,N,4
Ne-Yo,Sexy Love,spotify:track:10aWGOqSDBqvNzJ9NeKDbK,N,5
JoJo,Too Little Too Late,spotify:track:5aanhLobXHQ8ODj2LBJ077,N,2
Mary J. Blige,One,spotify:track:3aw9iWUQ3VrPQltgwvN9Xu,N,2
Bubba Sparxxx,Ms. New Booty,spotify:track:0k6HUzaRHpQ3eEWr1C7Esh,N,1
Amy Winehouse,You Know I'm No Good,spotify:track:0DMRKqrpd0QO4RWiEdMib0,N,5
Rascal Flatts,What Hurts The Most,spotify:track:4bVuIlGQBMWS7vIhcx8Ae4,N,4
Red Hot Chili Peppers,Dani California,spotify:track:10Nmj3JCNoMeBQ87uw5j8k,N,4
Scissor Sisters,I Don't Feel Like Dancin',spotify:track:13pyGLYmBjYgvOMIEivX2K,N,0
Ne-Yo,So Sick,spotify:track:6brl7bwOHmGFkNw3MBqssT,N,1
Hinder,Lips Of An Angel,spotify:track:40LQiUUUKXVGyNs09lHVjW,N,4
The Raconteurs,"Steady, As She Goes",spotify:track:4xlEKYv7HmC8zXoJIbpZKM,N,2
The Fratellis,Chelsea Dagger,spotify:track:3ItzRpwvKtkDSNdRSjXu7Z,N,2
Fort Minor,Where'd You Go (feat. Holly Brook & Jonah Matranga),spotify:track:7pAT4dOUzjq8Ziap5ShIqC,N,1
The Pussycat Dolls,Stickwitu,spotify:track:4NjR63Up0uMkQBlKvlZd1l,N,2
Panic! At The Disco,I Write Sins Not Tragedies,spotify:track:4bPQs0PHn4xbipzdPfn6du,N,2
James Blunt,Goodbye My Lover,spotify:track:6gxycjJNMgmAyfzUXBN80P,N,5
Christina Aguilera,Ain't No Other Man,spotify:track:7huo2wvrCgRucUsjdSDLQV,N,1
Westlife,The Rose,spotify:track:1kAC8QX4meGZhEbtXtqF1o,N,5
Keane,Is It Any Wonder?,spotify:track:5xT8JXJSyHYNfC11OFqzFL,N,0
Orson,No Tomorrow,spotify:track:0GwD2Otnq27QXTdrLw54YQ,N,4
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),spotify:track:2QurCbkPO14pjrikPNja0h,N,2
KT Tunstall,Black Horse And The Cherry Tree,spotify:track:0qAMjeQFyd1qD0LDiV8gWp,N,4
Natasha Bedingfield,Unwritten,spotify:track:3U5JVgI2x4rDyHGObzJfNf,N,4
Razorlight,America,spotify:track:2pyA5g5GLsJgetJGc1mwlF,N,4
James Morrison,You Give Me Something,spotify:track:28euH5Ny1JXxZAt2KjWp62,N,2
Snow Patrol,You're All I Have,spotify:track:5hnyJvgoWiQUYZttV4wXy6,N,2
The Fray,How to Save a Life,spotify:track:3OPVsn0Dk3s8vWhXxnK35p,N,5
Sandi Thom,I Wish I Was a Punk Rocker (with Flowers in My Hair),spotify:track:4mnTMsp8Cgf9TNiQMhH11L,N,1
My Chemical Romance,Welcome to the Black Parade,spotify:track:5wQnmLuC1W7ATsArWACrgW,N,4
Razorlight,In The Morning,spotify:track:2VfqriSJNnNAWTsRwFPVtV,N,0
The All-American Rejects,Dirty Little Secret,spotify:track:5lDriBxJd22IhOH9zTcFrV,N,0
James Morrison,Wonderful World,spotify:track:5KWEwSFHyjfFIKFG32zpRQ,N,4
Chris Brown,Yo (Excuse Me Miss),spotify:track:7DFnq8FYhHMCylykf6ZCxA,N,1
P!nk,Who Knew,spotify:track:2hns6Dv29Yrg68AVTJiAyA,N,2
The Kooks,Naive,spotify:track:2RUhtNBh43RtSg0WBPPq3m,N,2
Leona Lewis,Bleeding Love,spotify:track:7wZUrN8oemZfsEd1CGkbXE,N,4
Rihanna,Umbrella,spotify:track:0jm3SytkgDMAEEmpF2iN24,N,5
Britney Spears,Gimme More,spotify:track:6ic8OlLUNEATToEFU3xmaH,N,4
Fergie,Big Girls Don't Cry (Personal),spotify:track:4AniPkv5vgdE1n6VKreiyI,N,2
Mark Ronson,Valerie (feat. Amy Winehouse) - Version Revisited,spotify:track:6kopmMZiyLmw7h66uXcXR7,N,4
Plain White T's,Hey There Delilah,spotify:track:4RCWB3V8V0dignt99LZ8vH,N,5
Justin Timberlake,What Goes Around.../...Comes Around (Interlude),spotify:track:4ZrEjG3Vef85NTve8ptC9Q,N,0
Gwen Stefani,The Sweet Escape,spotify:track:66ZcOcouenzZEnzTJvoFmH,N,4
Timbaland,The Way I Are,spotify:track:2bLqfJjuC5syrsgDsZfGmn,N,3
Nelly Furtado,Say It Right,spotify:track:2aI21FnmY7TJVKeMaoQZ0t,N,4
Ida Corr,Let Me Think About It,spotify:track:4LjfIjS8iweFCPdKxLnEoV,N,4
Alex Gaudino,Destination Calabria - Radio Edit,spotify:track:5TmFTHZp7HjBXjjsFvCY6h,N,4
September,Cry for You,spotify:track:1mvZErZBp7WZT3HfGBykao,N,2
Akon,Smack That,spotify:track:2kQuhkFX7uSVepCD3h29g5,N,2
Timbaland,Give It To Me,spotify:track:0wbDgMuAoy7O7pL3a69uZx,N,2
50 Cent,Ayo Technology,spotify:track:36Hwcla06Q5BCr59CL0sBp,N,2
Eric Prydz,Proper Education - Radio Edit,spotify:track:0kAcEkE59uOXNJOLDfW1BF,N,3
Fedde Le Grand,Put Your Hands Up For Detroit - Radio Edit,spotify:track:6HoJfRaiq2P07yYGBziigP,N,2
Ciara,Like a Boy,spotify:track:358bOvBiZCS9fRzNYosw6c,N,4
Kanye West,Stronger,spotify:track:0j2T0R9dR9qdJYsB7ciXhf,N,0
Beyoncé,Beautiful Liar,spotify:track:2HWWNoWEEEECwZhAiLg7ib,N,2
Gym Class Heroes,Cupid's Chokehold / Breakfast in America - Radio Mix,spotify:track:2Lhdl74nwwVGOE2Gv35QuK,N,4
Akon,I Wanna Love You,spotify:track:0CXVjQI9wsqaGeIARkkpYc,N,4
Soulja Boy,Crank That (Soulja Boy),spotify:track:66TRwr5uJwPt15mfFkzhbi,N,4
Fat Joe,Make It Rain,spotify:track:4JPCdSaqs9dJd7RatFSHww,N,2
P!nk,U + Ur Hand,spotify:track:1iOJQhxKSJ7dg3Dk03yPnl,N,4
Rihanna,Shut Up And Drive,spotify:track:4QdX6pmNnJ5cleufWQIr5D,N,4
Lloyd,Get It Shawty,spotify:track:2a03afRiyAbNAleOByVju4,N,1
Kanye West,Can't Tell Me Nothing,spotify:track:0mEdbdeRFQwBhN4xfyIeUM,N,0
Camille Jones,The Creeps - Fedde Le Grand Radio Mix,spotify:track:1lMilHGUABFaKbh9u6I1QS,N,4
Linkin Park,What I've Done,spotify:track:18lR4BzEs7e3qzc0KVkTpU,N,4
Keyshia Cole,Last Night,spotify:track:3Cn1FSSTXeQ7hCfrbizrD0,N,4
Chris Brown,Kiss Kiss (feat. T-Pain),spotify:track:3wKKkGVn7cVSfgPeYYIiXG,N,2
Shop Boyz,Party Like A Rock Star,spotify:track:1IYaMVfidzSfvCUZYXhsU1,N,0
Finger Eleven,Paralyzer,spotify:track:06oFkihdWaUvtEnzpEIaM6,N,2
Justin Timberlake,Summer Love,spotify:track:03GJyQfnhwq8f4NK5sOxO5,N,0
MiMS,This Is Why I'm Hot,spotify:track:4Js2MCBgl8wupEjKewj0kT,N,1
Fabolous,Make Me Better,spotify:track:0YkJU6TjjwzsVXUPRIO0DB,N,2
Seether,Fake It,spotify:track:4eAwB5pnKFTmsgc3zWoYO0,N,2
Take That,Patience,spotify:track:0v0EZLRftWKqvFfwurjw02,N,2
Arctic Monkeys,Brianstorm,spotify:track:5rTIpPWeO0IL4HWlGWrz5G,N,0
Justin Timberlake,My Love (feat. T.I.),spotify:track:4NeOWqHmlrGRuBvsLJC9rL,N,0
Fergie,Glamorous,spotify:track:4KTtYhxFtFL7mBwnjkKfLm,N,1
Linkin Park,Bleed It Out,spotify:track:0UFDKFqW2oGspYeYqo9wjA,N,0
My Chemical Romance,Teenagers,spotify:track:7j31rVgGX9Q2blT92VBEA0,N,4
Calvin Harris,Acceptable in the 80's,spotify:track:1p2k29ZjRD2jgAd7N9nMrZ,N,2
Sugababes,About You Now,spotify:track:4J6zcs7YMYiKBLjJUPMHLc,N,0
Avril Lavigne,Girlfriend,spotify:track:1wwt0TvrGY3lnvTAVIx8mO,N,2
Ne-Yo,Because Of You,spotify:track:6CFPFnS9EcLs2I0nWqtWci,N,5
Daughtry,It's Not Over,spotify:track:234RqTZmnDTnxWlVciXHLD,N,0
Unk,Walk It Out,spotify:track:0JPntF36B28bSTUkjplyNd,N,4
Lloyd,You,spotify:track:5Y77SQxEr1eiofPeUTPHxM,N,1
Klaxons,Golden Skans,spotify:track:6BqWhxll86CGGE6WxgdRqG,N,4
